feature,class_label
"[-4.85558502e+02  3.22103577e+01 -2.98727379e+01  6.86610889e+00
 -1.13429012e+01 -1.48603039e+01 -6.80692959e+00 -1.56468258e+01
 -3.95038915e+00 -7.93432379e+00 -9.38068867e+00 -2.20292735e+00
 -1.16284885e+01 -3.62113863e-01 -6.59411526e+00 -6.23151827e+00
 -5.11539340e-01  7.31085181e-01 -8.62987161e-01  1.87225783e+00
 -1.96146929e+00 -3.20604324e+00  1.46466821e-01 -4.84604269e-01
  4.66003567e-01 -9.04959083e-01  3.41801256e-01  3.01859283e+00
  3.56371260e+00  4.34528828e+00  1.68954158e+00  2.99932551e+00
  1.82864857e+00  2.09512758e+00  1.65135598e+00  3.11221457e+00
  6.87485710e-02  1.66560745e+00 -5.49159229e-01 -1.84848793e-02
  6.95830464e-01  9.90475357e-01 -1.11984003e+00 -1.66690135e+00
 -2.20911837e+00 -1.83944988e+00 -1.11683691e+00  5.36124289e-01
 -2.24010468e+00 -9.13101077e-01  2.63321400e-03  5.59947073e-01
 -1.99923360e+00  1.23877265e-01 -3.32733840e-01  1.87276945e-01
 -4.64356899e-01  2.24347281e+00 -1.72058031e-01  1.83529109e-01
 -4.86175120e-01  1.04458548e-01 -6.65327370e-01  2.70656615e-01
 -5.09692729e-01  5.97032905e-01  3.58033597e-01  5.70259213e-01
 -1.75087526e-01  6.48251846e-02 -2.40987137e-01  1.75504297e-01
  3.94340046e-02  3.55470598e-01  2.17198938e-01  1.02574565e-01
 -5.89003325e-01  3.58835846e-01  6.25280142e-02  1.93943888e-01
 -9.34524417e-01  4.35725860e-02  5.27923405e-02  4.85736936e-01
 -2.96379894e-01  5.58812141e-01 -6.08954310e-01  1.12921737e-01
  2.78262556e-01  4.31024641e-01 -3.35060775e-01  2.89695680e-01
 -8.51587951e-02 -7.00632215e-01 -3.92527521e-01  9.88186374e-02
  4.46155062e-03  2.17428640e-01  1.43319696e-01  4.11695391e-01
  1.25750571e-01  2.13075712e-01  3.51638317e-01  4.15205806e-01
  1.49151355e-01  3.80130827e-01  9.27386899e-03 -1.97698802e-01
  9.92064700e-02  6.53595328e-01  2.03463435e-01 -2.18976170e-01
 -3.05758417e-01 -1.53378099e-01 -1.35378972e-01  1.75022036e-01
 -6.57342523e-02 -4.22974586e-01  3.13774571e-02  1.07677355e-01
 -2.48479217e-01 -2.62725621e-01 -2.39541978e-01 -1.51759740e-02
 -3.20343976e-03  6.12430200e-02  1.80742055e-01  1.76343635e-01]",Actor_02
"[-6.3508533e+02  5.6026859e+01  4.4191837e+00  1.1626023e+01
  4.1628923e+00 -3.8171163e+00 -3.4184031e+00 -2.3580189e+00
 -3.2773895e+00 -2.5335512e+00  5.2819484e-01 -1.8654736e+00
 -2.0515788e+00  1.1686682e+00 -2.2575924e+00  4.6086070e-01
 -4.3471794e+00 -6.2762432e-02 -5.9911311e-01 -1.0864302e+00
 -1.6626132e+00  2.9865572e-02 -3.8753314e+00  1.2606941e+00
  3.1762633e-01  4.5725746e+00 -7.9359061e-01  1.8197042e+00
 -7.6733714e-01  1.4891500e+00  1.2055652e+00  3.0579927e+00
  1.7384332e+00  3.6475837e+00  1.8964221e+00  2.2463059e+00
 -3.4173745e-01  9.8718691e-01  1.4331436e-01  3.1535974e+00
  1.9225938e+00  3.1031358e+00  1.1027160e+00  6.0430127e-01
  1.0714490e+00  3.2189395e+00  3.4162104e+00  3.3995328e+00
  2.2420537e+00  2.4855046e+00  1.1457268e+00  1.5178531e+00
  8.0279416e-01  2.6168354e+00  1.0618044e+00  6.5313381e-01
  2.3327774e-01  2.8736711e-01 -3.0231789e-01  9.6870944e-02
 -2.8572214e-01  3.3971581e-01 -2.3474662e-01  6.0856920e-01
  9.2540747e-01  9.1616207e-01 -8.0969107e-01  1.4980206e-01
 -5.2596364e-02  6.3505006e-01 -8.6420581e-02  5.6441671e-01
 -2.5928548e-01 -4.2573619e-01 -7.5722563e-01  2.3837493e-01
 -5.3331077e-01 -7.9828441e-02 -6.9518888e-01 -7.9017103e-02
  7.8162760e-02 -3.7414613e-01 -4.1796842e-01 -1.1158090e-02
  3.7563518e-01  1.0096757e+00  5.6710696e-01  7.2887617e-01
  7.7599829e-01 -1.9075806e-01 -3.4427047e-01  8.9564639e-01
  1.0687200e-01  4.8399681e-01 -7.5642332e-02  4.8683938e-01
 -7.8974776e-03  1.9238654e-01 -2.7726069e-01  1.2265342e-01
  2.4876726e-01  7.5273848e-01  2.5699684e-01 -1.7016654e-01
  1.5728624e-01  7.3827142e-01  6.6551727e-01 -1.5720142e-01
 -6.8403000e-01  4.7531250e-01  1.8854670e-01  3.1276041e-01
  6.5792210e-02 -4.9447784e-01 -3.3944398e-01  2.4974614e-01
  1.6174322e-01  9.3861759e-02 -4.1830841e-02  5.0814235e-01
  3.3474714e-01  2.8757736e-01  3.2455134e-01  3.8102680e-01
  2.5543621e-01  1.4951105e-01  3.9012241e-01 -1.8657246e-01]",Actor_05
"[-4.75039459e+02  1.34078102e+01 -3.31854210e+01  4.99646711e+00
 -1.26921358e+01 -1.88159065e+01 -3.88513088e+00 -2.10166817e+01
 -6.08656979e+00 -6.66204548e+00 -1.04566002e+01 -6.70460987e+00
 -1.07500715e+01 -9.84506369e-01 -1.04473820e+01 -1.15754473e+00
 -2.42033422e-01  6.77017498e+00  1.35660086e+01  1.74614506e+01
  1.45793791e+01  7.81494331e+00 -7.10719544e-03 -7.00076962e+00
 -3.46787357e+00  4.13517284e+00 -1.17182568e-01 -2.69269061e+00
 -8.51793861e+00 -3.83664012e+00  4.63304853e+00  3.64272380e+00
 -5.15669441e+00 -6.34364319e+00 -2.55403608e-01  2.94224215e+00
 -2.42711234e+00  2.41360211e+00  6.69549704e+00  6.56030941e+00
 -1.77881253e+00 -1.83337390e+00 -6.50923789e-01  4.17496890e-01
 -1.40576160e+00  5.37154317e-01  1.38691008e+00  7.55506873e-01
 -3.57369208e+00 -1.67409980e+00 -6.34834111e-01  1.58188128e+00
 -1.84035277e+00  1.04843307e+00  6.07924104e-01 -1.06226787e-01
  5.41651845e-01  3.27537632e+00 -2.89928347e-01  7.94248819e-01
  2.15454412e+00  1.19176365e-01 -8.65339339e-01  7.16587543e-01
 -1.11519599e+00 -2.03493118e-01  1.09966109e-02 -1.00534213e+00
 -1.18455982e+00  6.38352409e-02 -1.23000312e+00  4.40877795e-01
 -1.16633534e+00  4.13020998e-02 -1.38820064e+00 -8.20356965e-01
 -1.03267205e+00  5.16770899e-01  7.40557373e-01  6.18392706e-01
 -6.05453670e-01  7.07641602e-01 -2.73267359e-01  8.85501951e-02
 -4.76783425e-01  3.65521386e-02 -6.26217574e-02 -2.48924300e-01
 -4.66842413e-01  5.84038675e-01 -4.82243508e-01  3.59634966e-01
 -5.69244862e-01 -5.46981335e-01 -6.00594938e-01 -1.31258771e-01
 -1.30618483e-01 -2.67176658e-01  3.31960954e-02  3.24873209e-01
  1.21012107e-02  6.04174912e-01  2.14128003e-01  7.00176716e-01
 -4.53597587e-03  4.84119296e-01 -4.57277410e-02  3.06275934e-02
 -6.87036067e-02  3.93442720e-01  1.03560232e-01  2.04389527e-01
 -9.34479535e-02 -4.72283848e-02  1.88825235e-01  1.53969266e-02
 -2.86479771e-01  1.21693000e-01  2.74134755e-01  5.35313264e-02
 -2.72305548e-01 -4.46255028e-01 -5.49775660e-01 -1.90090135e-01
 -3.76619339e-01  5.02746366e-02  7.47094722e-03  9.39202756e-02]",Actor_04
"[-6.1860992e+02  7.4774216e+01 -8.6875553e+00  2.0799976e+01
  1.9741820e+00 -1.5595393e+01 -3.6438079e+00 -1.7330272e+00
 -1.1866590e+01  2.1766725e+00  5.8217067e-01 -3.5548828e+00
 -1.3977379e+00 -1.2630031e+00 -5.0552068e+00  4.1079979e+00
 -8.4160194e+00 -2.0400459e-01 -1.7262971e+00 -5.3264704e+00
 -2.6364470e+00 -2.7370744e+00 -6.3681898e+00 -1.7407728e+00
 -2.2266550e+00 -5.4648197e-01 -3.5644660e+00  4.5448303e-01
 -3.7177410e+00 -1.3859378e+00 -3.6225638e+00  5.5398178e-01
 -3.9877221e-01  3.3055942e+00  5.0797062e+00  6.1024265e+00
  5.8843746e+00  8.2199030e+00  1.2945251e+01  1.6883883e+01
  1.4179401e+01  1.0326185e+01  3.2732141e+00  2.3463356e+00
  2.8507941e+00  5.7763805e+00  3.5698895e+00  1.5269738e+00
 -8.0205065e-01  1.9640383e-01  1.9488453e+00  2.8797467e+00
  1.2476712e+00 -1.5632076e-02 -1.7119586e+00 -3.1585485e-01
 -2.1226250e-02  5.7779465e-02 -9.8513466e-01 -7.6842576e-01
 -7.3095298e-01 -7.6849139e-01 -1.9841694e+00 -6.0363126e-01
 -1.8628350e-01  3.3456326e-02 -1.7090945e+00 -7.5164443e-01
  3.5959676e-01  1.0520633e+00 -1.0432819e+00 -9.9890989e-01
 -5.6970847e-01  6.5127480e-01  2.7134606e-01  4.2241284e-01
 -1.9137280e-01  1.3426566e+00  9.7468114e-01  5.7183737e-01
  5.1500988e-01  1.2245820e+00  4.1196057e-01 -2.5176325e-01
  3.2988730e-01  8.8922477e-01 -5.2943602e-02  2.6175869e-01
  6.5234721e-01  5.0330031e-01 -7.1801513e-01 -1.5229779e-01
  2.5833088e-01  1.0255274e+00  3.9728627e-02  2.9094777e-01
  4.0455738e-01  2.5255778e-01 -2.4898624e-02  6.0433710e-01
  3.3508751e-01  2.4598372e-01  6.0680300e-01  7.7022707e-01
  8.7349159e-01  5.3018463e-01  3.1582442e-01 -9.3870923e-02
 -1.4598079e-01  3.9220160e-01  4.3127021e-01  4.7470817e-01
  1.1348715e-01  5.7602502e-02  1.5049191e-01  2.4059391e-01
 -3.0414897e-01 -1.2225311e-01  1.5924225e-02  4.8262607e-02
 -1.7460680e-01 -4.5258254e-01 -3.0552304e-01 -1.6326419e-01
 -5.0740536e-02  1.3537872e-01 -1.3086525e-01  1.8271675e-02]",Actor_05
"[-5.52115417e+02  2.67223244e+01 -1.17476616e+01 -1.13291192e+00
 -6.96200037e+00 -7.84423018e+00 -5.97561789e+00 -1.52008429e+01
 -1.13898067e+01 -4.24550343e+00 -7.25217295e+00 -7.87858820e+00
 -6.94406319e+00 -4.46946323e-01 -6.67103338e+00 -3.96506190e+00
 -2.31076574e+00 -1.30528569e+00  1.52205348e+00  8.10209560e+00
  8.53508759e+00  1.05708809e+01  3.99181890e+00  2.72356653e+00
  3.78078312e-01  2.69729686e+00 -6.41684175e-01  3.05049233e-02
 -3.32758665e+00 -2.40028691e+00 -1.30661678e+00 -6.78436399e-01
 -2.78859162e+00 -3.84048128e+00 -2.10673594e+00  6.05819285e-01
 -1.53211665e+00 -1.00023067e+00 -2.99959332e-01  3.03995609e+00
  9.56523240e-01 -9.61548030e-01 -2.15722775e+00  1.62654579e-01
 -6.35716021e-01 -4.78640646e-01 -1.19626105e+00  6.68449923e-02
 -2.01407838e+00  2.20517144e-01 -8.31564128e-01  1.06373332e-01
 -1.55466557e+00 -1.77581891e-01 -7.53912747e-01  2.96443641e-01
  4.85247135e-01 -1.21035919e-01 -6.49856567e-01  9.16958332e-01
 -5.45682192e-01 -1.64863396e+00 -1.21348107e+00  5.87527633e-01
 -9.83329237e-01 -3.49168509e-01 -6.50777280e-01  3.86618763e-01
 -6.15642488e-01 -4.74277176e-02 -1.50267887e+00 -1.21526390e-01
 -6.83120966e-01 -5.27846217e-01 -4.77987677e-01 -3.63228917e-01
 -6.30489111e-01 -3.13343108e-01 -1.89269155e-01  3.62450182e-01
 -5.25279522e-01 -3.71644348e-01 -8.73484790e-01  6.70851246e-02
 -6.57281578e-01 -7.18205795e-02 -9.99198318e-01 -2.43823066e-01
  1.37062455e-02  2.68286169e-01  4.00497951e-02  1.36478409e-01
 -2.17158258e-01 -4.66522813e-01 -5.97207010e-01  1.03853485e-02
 -9.89648793e-03  1.59217536e-01 -3.39957476e-01  7.35210955e-01
  7.57230148e-02  2.39949793e-01  1.07437097e-01 -5.88727072e-02
 -1.87442213e-01  2.10081309e-01 -3.37713271e-01 -5.13788939e-01
  4.53419946e-02  3.31688881e-01 -1.24573633e-01 -9.94673371e-02
  1.33330002e-01  1.01373224e-02  2.72682846e-01  1.07925214e-01
 -6.45565689e-01 -3.01228553e-01 -3.97545815e-01 -8.78641754e-02
 -1.22937471e-01 -3.41674298e-01 -5.36701083e-01 -1.72746241e-01
 -1.79370165e-01 -2.27610022e-01  2.94664651e-01  1.43662408e-01]",Actor_04
"[-4.9568256e+02  5.1665394e+01 -1.4522228e+01  1.1340886e+01
  5.2196712e+00 -7.9795346e+00 -7.2452612e+00 -4.8519182e+00
 -1.5039142e+01 -1.7893531e+00 -1.4425204e+00 -9.4705029e+00
 -2.2448649e+00 -4.0687129e-01 -1.4595059e+00 -1.4592789e-01
 -8.6959734e+00 -2.1229093e+00 -3.1839323e+00 -4.5629487e+00
 -3.4462028e+00 -5.2287526e+00 -3.3453245e+00 -4.4685788e+00
 -3.3181098e+00 -2.3158758e+00 -4.4262075e+00 -1.9713141e+00
 -2.8813984e+00  6.5296441e-01 -3.5844233e+00 -4.6316261e+00
 -3.2326252e+00 -1.9062439e+00 -3.3211224e+00  1.2400029e-02
 -2.0841842e+00 -2.5318125e-01 -1.0612817e+00  2.2075765e+00
  1.0602473e+00  2.5082369e+00 -5.7550418e-01  2.9764983e-01
  3.7541837e-01  2.3941476e+00  2.1389532e+00  3.3689494e+00
  1.4169512e+00  1.8524475e+00  1.6635675e+00  2.1665390e+00
  9.3434113e-01  1.2075579e+00  6.8900096e-03 -1.3577206e-01
 -1.1889361e+00 -2.0693360e-01 -8.5516912e-01  5.0840777e-01
 -7.7222329e-01  6.0361993e-01 -7.2902191e-01 -3.2875890e-01
 -1.0816664e+00  5.9722310e-01  6.5018594e-01  1.1795036e-01
 -5.3568709e-01 -3.1565925e-01 -6.8342417e-01 -2.8939443e-02
 -6.6424184e-02  2.6601174e-01 -4.3593773e-01  7.8474745e-02
 -2.6953864e-01  3.2908183e-01 -1.3492309e-01  4.3439668e-01
  2.2770314e-01  3.0368188e-01 -1.2675999e+00  6.6535920e-01
  3.6171496e-01  2.8727755e-01  7.6785928e-01  1.0124530e+00
  1.8383420e-01  1.7242119e-01 -5.1072502e-01 -1.5612704e-01
 -4.3882665e-01  4.4396660e-01 -4.9463874e-01 -2.5562805e-01
  1.2645664e-02  6.2266952e-01 -4.6195205e-02 -5.6693468e-02
 -3.7700617e-01  5.0275576e-01  2.3205277e-01  1.9125964e-01
  4.7902188e-01  6.4551312e-01 -2.8173614e-01 -1.4338557e-01
  2.4017125e-01  2.1968274e-01 -4.0382242e-01  1.9188753e-01
 -8.0637991e-02  1.0164971e-01  3.7546617e-03 -1.9136867e-01
  3.1709585e-01  2.3777822e-01 -2.4794480e-01  4.1323784e-01
 -1.3981692e-01  8.6403988e-02  4.5450696e-01 -9.6840091e-02
 -2.5584272e-01  2.7551806e-01 -5.4859806e-02 -4.9979970e-01]",Actor_21
"[-6.10371460e+02  5.59936218e+01 -1.90304050e+01  1.64375324e+01
  2.65047431e+00 -1.58325224e+01 -7.21545887e+00 -1.60929489e+01
 -1.01490383e+01 -4.06880945e-01 -6.98284769e+00 -4.86426067e+00
  1.35696399e+00 -9.86490059e+00 -4.80715418e+00 -6.87249362e-01
 -1.27689867e+01 -2.22976708e+00 -5.44997978e+00 -9.32792187e+00
 -5.00662374e+00 -2.73480630e+00 -9.13247490e+00 -2.32007504e+00
 -7.58103037e+00  3.30658412e+00 -5.32621861e+00  1.87827498e-02
 -3.63419700e+00 -4.33127594e+00 -3.95097017e+00 -1.32083881e+00
 -9.59752917e-01  3.80057275e-01  3.22342348e+00  2.88672376e+00
  4.61370468e+00  8.74999332e+00  1.14514790e+01  1.53985500e+01
  1.16383848e+01  1.00283175e+01  4.60010433e+00  2.84081149e+00
  3.03533769e+00  5.15212488e+00  4.43381023e+00  4.08283901e+00
  4.74097133e-01  1.58760190e+00  1.37533045e+00  5.22022152e+00
  2.14089894e+00  1.27044058e+00 -7.15687752e-01  1.94574726e+00
  1.49866152e+00  1.27947617e+00  3.56063336e-01  1.74997181e-01
  5.21055698e-01  1.12896788e+00 -1.63658440e-01  3.63506347e-01
 -6.76926374e-01  8.65591049e-01 -3.29332463e-02  6.48675084e-01
  1.09319009e-01  1.09266126e+00  3.08497041e-01  5.53997099e-01
  4.15214360e-01  1.31761861e+00  3.86796772e-01  6.93397045e-01
  4.97564405e-01  1.32877147e+00 -2.28624061e-01  1.60734522e+00
  1.87768126e+00  1.57809222e+00 -3.29592288e-01  9.23432410e-01
  6.26478732e-01  2.57757097e-01 -3.43077838e-01  1.56878960e+00
  8.51465881e-01 -4.28306997e-01 -9.78423059e-01  3.80786270e-01
  3.98791820e-01  6.24869049e-01  2.21123230e-02  5.39062023e-01
 -4.54953918e-03  5.18067658e-01  9.19753850e-01  8.08483899e-01
 -4.45539616e-02  7.39383221e-01  6.92685008e-01  1.04850459e+00
  9.78023052e-01  9.06442285e-01  2.07601100e-01  5.41631460e-01
  5.87223351e-01  1.06592441e+00  8.03123415e-01  6.64704919e-01
  3.24406028e-01  5.54280698e-01  1.84039399e-01  6.92339718e-01
  3.12386394e-01  4.69477177e-01  6.44247234e-01  3.04633975e-01
 -4.76176254e-02  1.24075755e-01 -2.45860413e-01 -4.77308873e-04
 -1.56380400e-01 -5.65035716e-02 -3.82848144e-01  1.62563860e-01]",Actor_07
"[-4.2210931e+02  2.7252975e+01 -2.6342134e+01 -8.6080809e+00
 -7.3747625e+00 -1.0315631e+01 -7.6952543e+00 -1.4099066e+01
 -1.4594151e+01  4.3137574e-01 -8.6282349e+00 -6.4403081e-01
  4.5569568e+00  1.3301169e+01  1.6279905e+01  9.9385710e+00
  3.6024864e+00  4.4799504e+00 -1.4180498e+00  7.0462793e-01
  7.8095114e-01  1.4815747e+00 -1.1169393e+00  1.1289334e+00
 -3.2442071e+00  2.2812321e+00  1.8890887e+00  3.8958027e+00
  4.1886477e+00  7.3836384e+00  3.0494857e+00  2.9203496e+00
  3.8195019e+00  4.0597191e+00  2.0777476e+00  3.5304401e+00
  3.8702828e-01 -7.6762354e-01 -8.2079762e-01  3.4272132e+00
  2.0534017e+00  5.5612367e-01  1.2515384e+00  1.4247121e+00
 -4.6344733e-01  2.6209011e+00  1.2615689e+00  1.6308895e+00
  5.5896860e-01  1.3348767e-01 -4.5987645e-01  2.4949198e+00
  1.1491135e+00  1.2155163e+00  2.0543215e-01  1.8717440e+00
  9.5675133e-02  1.9530060e+00  1.2728220e+00  1.8216971e+00
  3.0544901e-01  9.0263760e-01  1.8433112e-01  2.0196099e+00
  8.8740480e-01  1.1269296e+00  1.1129683e+00  4.8102218e-01
 -2.1807382e-01  2.2056282e+00  9.5127052e-01  7.8146505e-01
  1.8465994e-01  6.2953913e-01  7.3125786e-01  1.2542686e+00
  1.0557581e+00  1.8567024e+00  7.1288437e-01  1.3695838e+00
  1.0111284e+00  7.5378573e-01  2.9564154e-01  1.6780484e+00
  1.4458463e+00  9.2531735e-01  9.3538094e-01  2.7641995e+00
  1.7752607e+00  9.6616274e-01  4.7502300e-01  5.0794703e-01
  7.2680682e-01  1.2536982e+00  1.0326120e+00  7.4778908e-01
  8.5684425e-01  1.3501669e+00  5.2790499e-01  1.0355939e+00
  5.2070731e-01  2.0741571e-01  3.2699186e-01  7.4958682e-01
  6.7752457e-01  7.4246395e-01  5.3135848e-01  6.9165581e-01
 -1.4141600e-01  9.6048079e-03 -1.2806694e-02 -2.3471568e-02
 -3.1948853e-01 -1.3667639e-01 -3.6020406e-02  1.0490529e-01
 -8.6886436e-02 -1.3396801e-01  1.5963328e-01  3.0031654e-01
  1.0558311e-01  3.7041661e-01  3.5667238e-01  6.5229267e-01
  2.8788111e-01  3.9333367e-01  8.3441913e-02 -3.5110503e-01]",Actor_12
"[-6.7352979e+02  5.1090420e+01  4.0919275e+00  4.3267183e+00
  2.4415059e+00 -4.4029632e+00 -4.2058663e+00 -1.1771553e+01
 -6.0321355e+00 -7.9511857e+00 -5.7883363e+00 -1.1209575e+00
 -1.1894044e+01 -2.4305651e+00 -1.7250179e+00 -8.4246607e+00
 -7.4676838e+00 -3.2196257e+00 -4.4425411e+00 -4.4393268e+00
 -3.5073590e+00 -5.8568466e-01 -3.2509494e+00  7.3819709e-01
  1.6789597e-02  4.1197190e+00  3.2180865e+00  5.9384446e+00
  2.7100462e-02  5.3003907e+00  1.6568420e+00  5.7889233e+00
  4.0474930e+00  5.5344400e+00  3.1140325e+00  3.8278573e+00
  2.7811952e+00  4.8029866e+00 -1.1189793e+00 -1.6643536e+00
 -2.2237933e+00  1.4273684e+00  4.5488289e-01  1.6813608e+00
 -1.5840230e+00 -3.7638989e-01 -1.0754150e+00  1.0055327e+00
 -1.6219797e+00 -1.2998651e+00 -1.9902084e+00  6.7780465e-01
 -5.7570332e-01  6.7715675e-01 -6.3226169e-01 -5.1380700e-01
 -1.8221750e+00 -7.7858698e-01 -1.2795763e+00  2.1763445e-01
 -2.0243697e+00 -1.1712666e+00 -2.1919954e+00 -1.3419695e+00
 -2.3871684e+00 -7.6814544e-01 -1.7905132e+00 -1.4510134e+00
 -2.4415972e+00  1.5085368e-01  1.5099484e-01  6.8098426e-01
 -8.9575225e-01 -5.0024474e-01 -1.1254655e+00 -2.6436183e-01
 -2.7751645e-01  5.2805018e-01 -7.7305454e-01 -8.0266595e-01
 -1.2737951e+00  4.8673119e-02 -5.3351986e-01 -4.8418146e-01
 -2.8722036e-01  9.9432725e-01  4.4874534e-02  1.2795711e-01
  2.7000308e-02  8.2504791e-01  1.5579620e-01  2.6696953e-01
 -4.0939650e-01 -2.2365895e-01 -3.4488273e-01  2.2118169e-01
 -5.3677779e-02  3.1025559e-01  5.3950113e-01  5.8982080e-01
 -2.4026754e-01  5.0720882e-01 -1.9648924e-01  1.6059549e-01
  3.0421841e-01  1.7657155e-01 -3.7675866e-01  2.2120979e-01
 -1.5258555e-01  1.2815033e-01  3.5293460e-01  4.3660292e-01
  2.2426385e-01  2.1773842e-01  4.7383898e-01  2.5546640e-01
  3.6318358e-02 -2.3174840e-01 -1.8122071e-01 -1.7900747e-01
 -4.0804949e-01 -2.3409471e-01  1.6981144e-01  4.4043121e-01
  4.3307435e-02 -8.5450578e-03 -3.7727672e-01 -2.3112035e-01]",Actor_12
"[-4.79124603e+02  1.63614292e+01 -2.30631332e+01 -3.90926409e+00
 -6.78701639e+00 -1.34730511e+01 -1.87158928e+01 -1.26709175e+01
 -1.48983479e+01 -2.56168723e+00 -1.18235645e+01 -9.54146194e+00
 -9.79274571e-01 -7.75573969e+00 -2.81105423e+00 -6.83633327e+00
 -5.93254375e+00  7.78027868e+00  7.46898174e+00  1.10182686e+01
  8.95549393e+00  8.36873055e+00  3.13287377e-02  1.29283655e+00
 -1.77410531e+00  2.84033680e+00 -4.72873497e+00  2.69412875e+00
 -2.53133535e+00  1.26045096e+00 -2.83886576e+00 -3.03098035e+00
 -3.83629155e+00  4.87541139e-01 -1.60054266e-01  1.03890550e+00
  4.36203301e-01  1.46013069e+00 -1.30817473e+00 -1.19832599e+00
  2.09872007e-01  2.52306080e+00  1.61912888e-01 -8.61848593e-01
 -7.17539430e-01 -4.61848587e-01 -9.90807533e-01  1.76194334e+00
  4.47874814e-01 -7.18206763e-01 -3.21516109e+00  1.43623018e+00
  1.70107174e+00  1.45486248e+00 -2.25062519e-01 -6.47513986e-01
 -2.34027123e+00  7.99481392e-01  6.34942353e-01  2.25957423e-01
 -2.87523568e-01  1.26431787e+00 -2.39288643e-01 -4.67464119e-01
 -5.74515522e-01  1.04051001e-01 -1.19036973e+00  2.91011602e-01
 -7.33587503e-01  5.86780548e-01  3.73702943e-01  6.24614835e-01
 -1.14087164e+00  2.33159676e-01 -1.07429016e+00 -6.39168978e-01
 -9.00665760e-01 -3.29842001e-01  1.82497054e-01  1.06154466e+00
 -5.34862339e-01 -6.45255327e-01 -6.32522047e-01  3.89087290e-01
  3.24891090e-01  9.47306514e-01 -1.07607350e-01  8.93105492e-02
 -2.27746427e-01  6.60206795e-01 -2.49007568e-01 -2.28328630e-01
  7.65676349e-02 -2.33008727e-01 -7.98390031e-01  2.91848183e-01
 -2.66683817e-01 -2.77861655e-01 -1.71614036e-01  3.52430105e-01
  7.89722428e-03  1.34347275e-01 -1.16888210e-02  9.39345583e-02
 -7.16552138e-02 -2.33611688e-01 -1.87230021e-01 -1.30213469e-01
 -1.54253438e-01  4.68054116e-01 -1.36028290e-01 -1.79398328e-01
  4.19586487e-02  3.04046404e-02 -4.81794655e-01 -9.17708352e-02
  1.91916704e-01 -2.74632305e-01 -3.24127078e-01 -2.47566834e-01
 -4.15910184e-01 -2.70251453e-01 -3.05174738e-01 -2.59115010e-01
 -3.37365717e-01  9.60839838e-02 -4.49304283e-02 -8.04221779e-02]",Actor_22
"[-6.52606934e+02  1.90562801e+01 -1.98857174e+01 -3.36333704e+00
 -1.98642769e+01 -2.09468956e+01 -8.17212105e+00 -2.30909214e+01
 -1.32334213e+01 -2.77273059e+00 -1.53306742e+01 -3.89946175e+00
 -9.90787029e+00 -3.80280674e-01 -7.79920864e+00 -4.90550089e+00
  7.38368607e+00  6.21672106e+00  1.41797657e+01  1.85617466e+01
  1.50687561e+01  1.39867935e+01  2.98373652e+00 -6.72696829e-01
 -4.13418674e+00  9.42044377e-01  2.84513533e-01  2.77740955e-01
 -5.38049269e+00 -2.10222626e+00  1.30268764e+00  6.90220785e+00
 -1.55364013e+00 -5.75610638e+00 -2.84792614e+00 -3.48658651e-01
 -1.35469520e+00  1.04812384e+00  3.41630960e+00  8.56585026e+00
  2.55023360e+00  2.88813925e+00 -9.81678188e-01 -7.15593576e-01
 -2.53844619e+00 -9.49904740e-01 -9.56532359e-01  3.56937265e+00
 -5.15435040e-01 -2.69937754e+00 -3.19915748e+00  1.57149744e+00
 -1.93856525e+00  7.30420768e-01 -7.30763495e-01 -1.58253416e-01
  1.36281326e-01  4.16640759e+00  5.66442907e-01  1.04301560e+00
  2.63670707e+00  2.81785107e+00 -8.19818199e-01  1.00624132e+00
 -3.02005410e-02  6.00102209e-02 -9.97871518e-01 -6.32149935e-01
 -8.23002875e-01  1.62420225e+00 -4.78093743e-01 -4.67167288e-01
 -1.10657871e+00 -1.69888347e-01 -1.53931928e+00 -2.38860399e-01
 -3.68889391e-01 -4.86449599e-02  5.41250467e-01  1.19015908e+00
 -4.42588419e-01  7.61456490e-01 -2.25140825e-01  2.23154470e-01
  4.76044595e-01  4.46509182e-01 -2.00065807e-01  1.23489328e-01
 -5.57591200e-01  1.15235496e+00 -5.26083633e-02  3.65136236e-01
  2.60657698e-01  2.75382131e-01  1.73552381e-03  1.85992107e-01
 -2.31665745e-01  4.66275930e-01 -4.51419279e-02  3.91422063e-02
 -9.46144685e-02  5.17870545e-01  4.84507680e-01  1.14692543e-02
  3.95816378e-02  8.54199290e-01 -2.66012013e-01 -2.90295929e-01
  5.14556980e-03  3.53538990e-01  6.25906587e-02 -3.26093584e-01
 -4.62668329e-01 -7.23149925e-02 -5.28108235e-03 -6.96131587e-02
 -2.99755603e-01  2.95241565e-01 -4.50377017e-01 -3.70959729e-01
 -9.41372886e-02 -5.52913845e-01 -5.73629856e-01 -2.15760067e-01
 -4.11312133e-01 -4.93095927e-02 -5.00687659e-01 -2.71751016e-01]",Actor_20
